Gene stable ID
ENSDLEG00000000976
ENSDLEG00000000976
ENSDLEG00000001217
ENSDLEG00000003283
ENSDLEG00000003349
ENSDLEG00000003593
ENSDLEG00000003593
ENSDLEG00000005549
ENSDLEG00000005549
ENSDLEG00000005777
ENSDLEG00000005777
ENSDLEG00000005982
ENSDLEG00000006459
ENSDLEG00000006459
ENSDLEG00000006798
ENSDLEG00000007717
ENSDLEG00000009296
ENSDLEG00000009777
ENSDLEG00000010854
ENSDLEG00000011254
ENSDLEG00000011537
ENSDLEG00000011537
ENSDLEG00000012236
ENSDLEG00000012236
ENSDLEG00000013484
ENSDLEG00000013556
ENSDLEG00000014303
ENSDLEG00000014712
ENSDLEG00000014712
ENSDLEG00000014741
ENSDLEG00000014935
ENSDLEG00000015475
ENSDLEG00000015626
ENSDLEG00000016364
ENSDLEG00000016587
ENSDLEG00000016695
ENSDLEG00000016980
ENSDLEG00000018261
ENSDLEG00000018418
ENSDLEG00000019492
ENSDLEG00000020358
