Gene stable ID
ENSDLEG00000000002
ENSDLEG00000000003
ENSDLEG00000000004
ENSDLEG00000000005
ENSDLEG00000000006
ENSDLEG00000000007
ENSDLEG00000000008
ENSDLEG00000000009
ENSDLEG00000000010
ENSDLEG00000000011
ENSDLEG00000000012
ENSDLEG00000000013
ENSDLEG00000000014
ENSDLEG00000000015
ENSDLEG00000000016
ENSDLEG00000000017
ENSDLEG00000000018
ENSDLEG00000000019
ENSDLEG00000000020
ENSDLEG00000000021
ENSDLEG00000000022
ENSDLEG00000000023
ENSDLEG00000000024
ENSDLEG00000000025
ENSDLEG00000000026
ENSDLEG00000000027
ENSDLEG00000000028
ENSDLEG00000000029
ENSDLEG00000000030
ENSDLEG00000000031
ENSDLEG00000000032
ENSDLEG00000000033
ENSDLEG00000000034
ENSDLEG00000000035
ENSDLEG00000000036
ENSDLEG00000000037
ENSDLEG00000000038
ENSDLEG00000000039
ENSDLEG00000000040
ENSDLEG00000000041
ENSDLEG00000000042
ENSDLEG00000000043
ENSDLEG00000000044
ENSDLEG00000000045
ENSDLEG00000000046
ENSDLEG00000000047
ENSDLEG00000000048
ENSDLEG00000000049
ENSDLEG00000000050
ENSDLEG00000000051
ENSDLEG00000000052
ENSDLEG00000000053
ENSDLEG00000000054
ENSDLEG00000000055
ENSDLEG00000000056
ENSDLEG00000000057
ENSDLEG00000000058
ENSDLEG00000000059
ENSDLEG00000000060
ENSDLEG00000000061
ENSDLEG00000000062
ENSDLEG00000000063
ENSDLEG00000000064
ENSDLEG00000000065
ENSDLEG00000000066
ENSDLEG00000000067
ENSDLEG00000000068
ENSDLEG00000000069
ENSDLEG00000000070
ENSDLEG00000000071
ENSDLEG00000000072
ENSDLEG00000000073
ENSDLEG00000000074
ENSDLEG00000000075
ENSDLEG00000000076
ENSDLEG00000000077
ENSDLEG00000000078
ENSDLEG00000000079
ENSDLEG00000000080
ENSDLEG00000000081
ENSDLEG00000000082
ENSDLEG00000000083
ENSDLEG00000000084
ENSDLEG00000000085
ENSDLEG00000000086
ENSDLEG00000000087
ENSDLEG00000000088
ENSDLEG00000000089
ENSDLEG00000000090
ENSDLEG00000000091
ENSDLEG00000000092
ENSDLEG00000000093
ENSDLEG00000000094
ENSDLEG00000000095
ENSDLEG00000000096
ENSDLEG00000000097
ENSDLEG00000000098
ENSDLEG00000000099
ENSDLEG00000000100
ENSDLEG00000000101
ENSDLEG00000000102
ENSDLEG00000000103
ENSDLEG00000000104
ENSDLEG00000000105
ENSDLEG00000000106
ENSDLEG00000000107
ENSDLEG00000000108
ENSDLEG00000000109
ENSDLEG00000000110
ENSDLEG00000000111
ENSDLEG00000000112
ENSDLEG00000000113
ENSDLEG00000000114
ENSDLEG00000000115
ENSDLEG00000000116
ENSDLEG00000000117
ENSDLEG00000000118
ENSDLEG00000000119
ENSDLEG00000000120
ENSDLEG00000000121
ENSDLEG00000000122
ENSDLEG00000000123
ENSDLEG00000000124
ENSDLEG00000000125
ENSDLEG00000000126
ENSDLEG00000000127
ENSDLEG00000000128
ENSDLEG00000000129
ENSDLEG00000000130
ENSDLEG00000000131
ENSDLEG00000000132
ENSDLEG00000000133
ENSDLEG00000000134
ENSDLEG00000000135
ENSDLEG00000000136
ENSDLEG00000000137
ENSDLEG00000000138
ENSDLEG00000000139
ENSDLEG00000000140
ENSDLEG00000000141
ENSDLEG00000000142
ENSDLEG00000000143
ENSDLEG00000000144
ENSDLEG00000000145
ENSDLEG00000000146
ENSDLEG00000000147
ENSDLEG00000000148
ENSDLEG00000000149
ENSDLEG00000000150
ENSDLEG00000000151
ENSDLEG00000000152
ENSDLEG00000000153
ENSDLEG00000000154
ENSDLEG00000000155
ENSDLEG00000000156
ENSDLEG00000000157
ENSDLEG00000000158
ENSDLEG00000000159
ENSDLEG00000000160
ENSDLEG00000000161
ENSDLEG00000000162
ENSDLEG00000000163
ENSDLEG00000000164
ENSDLEG00000000165
ENSDLEG00000000166
ENSDLEG00000000167
ENSDLEG00000000168
ENSDLEG00000000169
ENSDLEG00000000170
ENSDLEG00000000171
ENSDLEG00000000172
ENSDLEG00000000173
ENSDLEG00000000174
ENSDLEG00000000175
ENSDLEG00000000176
ENSDLEG00000000177
ENSDLEG00000000178
ENSDLEG00000000179
ENSDLEG00000000180
ENSDLEG00000000181
ENSDLEG00000000182
ENSDLEG00000000183
ENSDLEG00000000184
ENSDLEG00000000185
ENSDLEG00000000186
ENSDLEG00000000187
ENSDLEG00000000188
ENSDLEG00000000189
ENSDLEG00000000190
ENSDLEG00000000191
ENSDLEG00000000192
ENSDLEG00000000193
ENSDLEG00000000194
ENSDLEG00000000195
ENSDLEG00000000196
ENSDLEG00000000197
ENSDLEG00000000198
ENSDLEG00000000199
ENSDLEG00000000200
ENSDLEG00000000201
ENSDLEG00000000202
ENSDLEG00000000203
ENSDLEG00000000204
ENSDLEG00000000205
ENSDLEG00000000206
ENSDLEG00000000207
ENSDLEG00000000208
ENSDLEG00000000209
ENSDLEG00000000210
ENSDLEG00000000211
ENSDLEG00000000212
ENSDLEG00000000213
ENSDLEG00000000214
ENSDLEG00000000215
ENSDLEG00000000216
ENSDLEG00000000217
ENSDLEG00000000218
ENSDLEG00000000219
ENSDLEG00000000220
ENSDLEG00000000221
ENSDLEG00000000222
ENSDLEG00000000223
ENSDLEG00000000224
ENSDLEG00000000225
ENSDLEG00000000226
ENSDLEG00000000227
ENSDLEG00000000228
ENSDLEG00000000229
ENSDLEG00000000230
ENSDLEG00000000231
ENSDLEG00000000232
ENSDLEG00000000233
ENSDLEG00000000234
ENSDLEG00000000235
ENSDLEG00000000236
ENSDLEG00000000237
ENSDLEG00000000238
ENSDLEG00000000239
ENSDLEG00000000240
ENSDLEG00000000241
ENSDLEG00000000242
ENSDLEG00000000243
ENSDLEG00000000244
ENSDLEG00000000245
ENSDLEG00000000246
ENSDLEG00000000247
ENSDLEG00000000248
ENSDLEG00000000249
ENSDLEG00000000250
ENSDLEG00000000251
ENSDLEG00000000252
ENSDLEG00000000253
ENSDLEG00000000254
ENSDLEG00000000255
ENSDLEG00000000256
ENSDLEG00000000257
