Gene stable ID
ENSDLEG00000000630
ENSDLEG00000000761
ENSDLEG00000000789
ENSDLEG00000000849
ENSDLEG00000001404
ENSDLEG00000001538
ENSDLEG00000002946
ENSDLEG00000003165
ENSDLEG00000003294
ENSDLEG00000003747
ENSDLEG00000003996
ENSDLEG00000004025
ENSDLEG00000004234
ENSDLEG00000004251
ENSDLEG00000004820
ENSDLEG00000005475
ENSDLEG00000005624
ENSDLEG00000005624
ENSDLEG00000005671
ENSDLEG00000005685
ENSDLEG00000006458
ENSDLEG00000006821
ENSDLEG00000006950
ENSDLEG00000007484
ENSDLEG00000008330
ENSDLEG00000008330
ENSDLEG00000008473
ENSDLEG00000008688
ENSDLEG00000009412
ENSDLEG00000010276
ENSDLEG00000010304
ENSDLEG00000010363
ENSDLEG00000010858
ENSDLEG00000011172
ENSDLEG00000011493
ENSDLEG00000011573
ENSDLEG00000012178
ENSDLEG00000012178
ENSDLEG00000012262
ENSDLEG00000012942
ENSDLEG00000013407
ENSDLEG00000013935
ENSDLEG00000014011
ENSDLEG00000014028
ENSDLEG00000014445
ENSDLEG00000014628
ENSDLEG00000014841
ENSDLEG00000014845
ENSDLEG00000014900
ENSDLEG00000015111
ENSDLEG00000015121
ENSDLEG00000016125
ENSDLEG00000016270
ENSDLEG00000016643
ENSDLEG00000017175
ENSDLEG00000017706
ENSDLEG00000018291
ENSDLEG00000018525
ENSDLEG00000018559
ENSDLEG00000018570
ENSDLEG00000019576
ENSDLEG00000019773
ENSDLEG00000020159
ENSDLEG00000020164
ENSDLEG00000020391
ENSDLEG00000020622
ENSDLEG00000021163
ENSDLEG00000021573
ENSDLEG00000021619
ENSDLEG00000021755
